cluster_id,item_id,x,y
45,2298,-0.18185746945505854,-0.19110410073583822
45,7938,-3.7380338925934464,-0.6349846293785715
45,10195,-1.5516975687674355,-1.6450166676059508
45,14162,0.07933385193249695,2.876419839120702
45,15526,-0.5796618848963482,3.059490697306504
45,17445,-0.5266941687585486,-1.2422742221195522
45,22330,0.8636414967773548,-0.5195571734419016
45,24260,2.3314233189695273,0.11019536672265051
45,34860,-0.2996876399498305,-0.01489222842428116
45,39357,0.7665534490280634,0.45395339490055925
45,40513,-0.08670105492681333,-3.1149301966069487
45,46235,4.309417348262496,-0.6149178897203444
45,50236,4.237542967519119,-0.6111113144468955
45,55168,2.719289148917703,1.6596616182233825
45,55523,4.230279218842605,-0.6114609129129295
45,59489,0.943890500336167,0.09239508237649256
45,60587,0.024671971322793813,1.2711081044154864
45,62404,2.3991451114380227,0.4424543588914298
45,64338,-0.9285630588979211,-1.3896949244148058
45,70607,-0.34285798635319825,-3.8874183677733893
45,72589,-2.682958627386531,-0.3115908597631659
45,86331,0.3082396853263864,-1.5373190210872838
45,86624,-2.015463624322234,0.5936694866623338
45,96089,-0.3622694680215086,2.06664557039069
45,98020,2.8378795555428584,-1.0217675367869856
45,98205,-1.5919354478857264,0.24795044991567664
45,102377,2.358028741791826,-2.490220597812992
45,102378,2.3437776007673445,-2.4691069350521797
45,125481,-0.8191550012095071,1.7283172259737525
45,126694,0.22779741195803527,-1.0587706894091018
45,126854,4.274337141093645,-0.6115111223482091
45,129810,-1.266410069343693,-3.3302451998707947
45,131667,-0.2975912969384061,0.021367315343568595
45,136325,0.6780565856853813,1.726356076433054
45,136326,0.704677890022822,1.6911564884640045
45,136641,0.5093523458180269,1.6549959411928263
45,138583,-1.1847806833318084,2.1341148806592756
45,140440,2.892132061789501,0.3448916079855516
45,142176,3.597917846171035,2.063317962522086
45,146172,-1.2296870419967496,-2.296830469277311
45,148524,-2.4971650767214504,-2.3848027746204647
45,152271,0.5985082091206284,-1.0068207572410954
45,152780,3.973332123518107,-0.591452383347453
45,155477,-2.8359429125611957,1.201498162014537
45,166621,-0.6185041451829854,-1.8534003441481859
45,168967,0.8709850301914593,-1.1207826062510027
45,171520,-1.6877497903707537,2.670602448990019
45,177991,0.8418600599798707,-0.6246655886380515
45,190019,-0.4348640903586904,-0.2964294696870597
45,191202,0.9318405115135249,-2.510858336203932
45,191741,1.0782604114627363,-2.229127964363588
45,193995,0.4805226136152173,0.1018438468166525
45,194025,0.9738708127381732,-1.602736930375924
45,199322,0.31307519311821047,0.09264416156986469
45,199323,0.8037236349519267,-2.604555120307907
45,199324,0.9074194461657927,-2.597802894931368
45,203128,-2.776072038624707,0.4232165744066676
45,206577,-1.6691199543519677,-2.364632652928693
45,209452,-1.2927913111539364,-3.331905184199497
45,214773,2.7589787192385344,-0.23285537178607005
45,214893,-1.231073768632421,-3.2465964823311366
45,215217,0.8558732281030685,0.36854860224416075
45,240729,3.071735518154867,0.027388495199156537
45,267213,-2.899292653853283,-0.2680195547771379
45,267227,-2.955570421266803,-0.14816718835243428
45,269263,1.0747703707899923,-2.8501610298702995
45,273396,1.1364547792501978,1.1972211117299902
45,332025,0.11377025375297191,-0.018301723418732256
45,341421,-2.5757509089717643,-0.02788533332615833
45,351805,-0.858991096282438,0.97893211095775
45,359593,0.9091769317108496,0.8705983021460509
45,359672,2.4518007775936588,-2.8340255720472887
45,375931,3.132348373966075,1.0443084007494035
45,376084,1.065107768551447,-0.13370281867872058
45,377290,0.8300359074364001,-2.4718285770779103
45,377391,0.7127118339828477,-2.0050634276756973
45,377501,1.4667236985488372,-1.97571411570632
45,377686,0.6437628937460735,-2.091508967584805
45,377705,0.7072813732790308,-2.3272233610540622
45,385313,1.0538397938171056,-1.3389886239962012
45,385769,-1.6491083317214728,1.0810735867869024
45,386490,0.9903028192033412,-1.5272548068470608
45,422517,1.6957495272312484,2.0400628225277604
45,428512,-0.19659916584897177,3.0129351505190383
45,428788,2.969844999968595,0.053196102148831775
45,429032,-1.949279496427014,-0.06291386104528911
45,429638,-2.1267504600411673,-1.03153950639386
45,429643,-1.3747256024894834,-2.5811873337391043
45,429708,1.0683911628722813,-2.836557767485185
45,429736,-0.14519930484126123,-1.04440740135119
45,429750,0.5590786082845363,0.5901690091910247
45,429784,-2.319766160704484,0.01645664629445483
45,440790,1.2786985140310922,-1.769394431105425
45,440854,0.45653087211750415,-1.158149389117839
45,448877,1.0953050530721586,-0.7022883664411185
45,467569,1.3583963650390545,-0.6211831531589646
45,467572,2.4140369389970546,-0.30534580559880403
45,468445,-1.0237721471515902,1.739549868353019
