cluster_id,item_id,x,y
97,3118,-0.4114343307378761,3.9455823664402545
97,3119,-6.997987021847511,-1.4828227673036696
97,3170,-0.2669444179133645,0.017344309179418087
97,3186,-7.072119961478548,-2.074441264910546
97,71056,-2.234662068120496,3.939078396282295
97,88333,-1.7061225204006443,5.112742374528735
97,110422,-6.940676537244697,-2.136671287257634
97,110423,-1.8205423557460627,-4.518412634531757
97,110474,-2.199252641681359,-1.9702220772185084
97,110477,-4.06223588462276,1.1396933259695832
97,110484,-2.4964385192345286,-0.9790500992470271
97,110527,0.9795227541080758,5.967815286627196
97,110528,-7.209425655838672,-1.475484746764986
97,110529,-1.9725746359048582,-2.8939424294155542
97,110530,-0.5060060622966767,-0.8758682320723856
97,110532,-7.085169527607485,-2.105398098428359
97,110533,1.0423497811003761,6.256918734713818
97,110534,-2.5707276111226367,3.7989139554271816
97,110544,-7.125796364306243,-2.4550295049639943
97,110546,-3.8608408225517996,5.864869740225481
97,110547,-1.837428746792047,4.3590184116976145
97,110548,-1.863829533850755,3.3004769192807313
97,110549,1.2942560947251158,5.834017727170492
97,110550,-0.5194492875619316,2.6078030991043106
97,110563,2.3058535703287375,4.084210478637191
97,110564,0.6646851486268605,5.511076750256891
97,130338,5.262275076660856,-2.717907198223028
97,150671,-0.8914143967537209,-1.6736311505943395
97,150672,-3.1129744113273947,-1.4870948362081942
97,150674,0.751918742708488,5.037443618892985
97,150679,-2.8851494387159207,-1.7406144965809958
97,150680,4.604308301718386,1.47757671165953
97,150681,4.532781207782991,1.5065159812322242
97,150682,-3.3553790909812573,-1.4559644160876564
97,150683,-0.7892112380009114,-2.5745840094047066
97,150684,-1.0282196069465015,-3.020240380816515
97,150685,-3.4689235271690304,-2.889768554310983
97,150686,0.36953487863671775,-1.7529487213141763
97,150695,-0.7281460289763843,1.0341692160345395
97,150696,1.2513762707890599,5.7633259778957315
97,150697,-1.4758063604573244,1.7280119456636762
97,150699,0.3659081035067217,-0.6862231204619533
97,150700,3.210606711546557,-3.875309355029216
97,150701,-4.4183811219438995,-2.515278284062608
97,150702,-0.00929540246498513,-0.8873263753716563
97,150703,1.5005436009674868,5.9140329604023885
97,150709,-1.0253895873407186,2.4462951170042757
97,151140,0.49391768554361015,-0.5701770322894495
97,174215,-2.0622246034081946,3.55782846891412
97,174490,1.1775582902759438,3.5007124879491633
97,197360,2.210134120037769,-5.3727891423901
97,272123,1.7940802466183396,2.6652197220550016
97,414731,3.2226649858373144,1.6611198881872808
97,414853,0.9005436981171906,6.078627227405801
97,428951,-3.55084602766915,-1.010843074100728
97,428991,-0.5359711699509037,4.5217416866578315
97,429043,-2.485098764487748,3.8256402351295127
97,518873,-0.6880782656769079,1.0400565694632782
97,582717,-3.0676947178949963,3.8908767295552527
97,582718,1.7842082767671996,4.945828670422016
97,582723,-2.0604796621121593,4.540976359283306
97,582724,0.9156930457310908,4.946627985161925
97,604590,-4.223923541461596,-0.8310195361202167
97,607889,2.44614490622302,-5.198908400890025
97,661282,-7.06551516272167,-2.1795087927981354
97,692859,-3.934728650255185,1.245115725572741
97,710966,-2.491605691022689,-3.1554032341735514
97,725577,1.98721843092561,5.594686206448149
97,725618,-0.7282453878349451,2.6253760909512156
97,788873,-0.5192097941930849,-0.516504126126891
97,788876,0.4878440577161634,4.998090397005665
97,789230,-3.8750493813749007,5.903233807875049
97,789235,-7.00420475011056,-1.4498266832099453
97,789236,-4.0369090124912015,5.164623659908938
97,789237,-3.920361142751469,5.605023855774894
97,802622,2.7025085184268627,-3.680994580399926
97,863438,1.5332170110410195,4.808605371106757
97,863669,-2.6303652233098065,3.854315092876762
97,863670,-0.09063114163217507,-1.0804912670350104
97,863916,-0.37134744939970704,4.098851852283119
97,863917,-0.2102709048634222,-1.4372082893505063
97,863918,-2.4294853274467494,-0.3138761828398114
97,863920,-0.47349074563340016,4.224849607823805
97,893245,-4.132598561860882,2.216028637415827
97,965604,-4.214830717191974,-2.267503891508855
97,965605,-4.396474537310472,-1.3903809379643552
97,965606,-4.22021382796983,-2.063843876207916
97,965608,-3.84640102908624,6.018941911637383
97,966860,0.952303263558271,1.4023321340896777
97,966861,-0.9411431037172359,2.441664724651204
97,966862,-7.140899472384551,-2.030039669073515
97,966863,-3.78005888861428,-1.6065525234398903
97,966864,-6.8146512641167565,-1.097828915842863
97,967529,-2.3292661819454437,1.0298375699770124
97,967531,-2.603108244114061,3.8379477001000306
97,967834,5.064062934758497,2.0680004056760017
97,970969,1.4988765201832435,5.8422198466590665
97,975394,-3.677018398735827,-0.5639188136552495
97,975395,-3.961279086184881,5.9522612719185775
97,975396,-4.776591789080799,-2.453015285634682
97,976716,-3.8404404691265017,-1.307586725961674
97,976720,-3.2610023888178445,-1.7750761942127185
97,978136,4.760575789616461,-4.01146652614971
97,979652,2.258719177811673,-5.469231585344446
97,981032,0.6126613480660049,5.7258948218544345
97,981044,4.530751265724699,0.25625353222024083
97,981045,4.5368240702642675,0.1856897535941334
97,981337,4.83606021427708,2.5815663814569985
97,982020,-4.01902722357898,5.780969565329277
97,982021,2.3741225579939496,-5.18948329442179
97,982023,0.608659274508402,-0.4221462430180458
97,982024,-3.5684379617658295,-3.0738720037532983
97,982025,-2.9314980132359456,-4.001857748905305
97,982026,-3.8473543899644196,5.911710183083698
97,982028,3.99378015655216,-5.096423488243655
97,982036,-0.9160131771876605,-5.885433624341229
97,982037,-3.8304258139551695,-1.0756150695041247
97,982038,-0.9213768679322403,-5.878551980523007
97,982039,-4.003845055230333,-0.8411016841634628
97,982040,-3.396003882150537,-3.0536312600546984
97,982052,5.4046867884361145,-0.9320166448532057
97,982053,3.3882366550531997,-3.7819406804030935
97,983179,5.356763634650804,0.7330252556423523
97,983194,-1.6947459979492627,5.182587382424244
97,983453,5.343815725422549,-1.0050266138296986
